,nom_lon,nom_lat,lonedges_lo,lonedges_hi,latedges_lo,latedges_hi,Sta,StaLon,StaLat
0,-145.0,50.0,-145.08097345132745,-144.91902654867255,49.94795126877317,50.05204873122683,26,-144.99996380193056,50.0000642581091
1,-144.83805309734512,49.98805309734513,-144.91902654867255,-144.7570796460177,49.9360043661183,50.04010182857196,,,
2,-144.67610619469028,49.97610619469027,-144.7570796460177,-144.59513274336285,49.924057463463434,50.0281549259171,,,
3,-144.5141592920354,49.9641592920354,-144.59513274336285,-144.43318584070795,49.912110560808564,50.01620802326223,,,
4,-144.35221238938053,49.952212389380534,-144.43318584070795,-144.2712389380531,49.9001636581537,50.00426112060737,35,-144.3031452474609,50.000180256549
5,-144.19026548672565,49.940265486725664,-144.2712389380531,-144.10929203539823,49.88821675549883,49.9923142179525,,,
6,-144.0283185840708,49.928318584070794,-144.10929203539823,-143.94734513274335,49.87626985284396,49.98036731529763,,,
7,-143.86637168141593,49.91637168141593,-143.94734513274335,-143.7853982300885,49.8643229501891,49.968420412642764,,,
8,-143.70442477876105,49.90442477876106,-143.7853982300885,-143.62345132743363,49.85237604753423,49.956473509987894,,,
9,-143.5424778761062,49.89247787610619,-143.62345132743363,-143.46150442477875,49.84042914487936,49.944526607333025,25,-143.6048238909421,50.00004305296767
10,-143.38053097345133,49.88053097345133,-143.46150442477875,-143.2995575221239,49.828482242224496,49.93257970467816,,,
11,-143.21858407079645,49.86858407079646,-143.2995575221239,-143.13761061946903,49.816535339569626,49.92063280202329,,,
12,-143.0566371681416,49.856637168141596,-143.13761061946903,-142.97566371681415,49.80458843691476,49.90868589936843,,,
13,-142.89469026548673,49.844690265486726,-142.97566371681415,-142.8137168141593,49.79264153425989,49.89673899671356,,,
14,-142.73274336283185,49.832743362831856,-142.8137168141593,-142.6517699115044,49.78069463160502,49.88479209405869,24,-142.66642954807423,49.83651118350044
15,-142.57079646017698,49.82079646017699,-142.6517699115044,-142.48982300884956,49.76874772895016,49.872845191403826,,,
16,-142.40884955752213,49.80884955752212,-142.48982300884956,-142.3278761061947,49.75680082629529,49.860898288748956,,,
17,-142.24690265486726,49.79690265486725,-142.3278761061947,-142.1659292035398,49.74485392364042,49.848951386094086,,,
18,-142.08495575221238,49.78495575221239,-142.1659292035398,-142.00398230088496,49.73290702098556,49.83700448343922,,,
19,-141.92300884955753,49.77300884955752,-142.00398230088496,-141.8420353982301,49.72096011833069,49.82505758078435,,,
20,-141.76106194690266,49.76106194690266,-141.8420353982301,-141.6800884955752,49.709013215675824,49.81311067812949,,,
21,-141.59911504424778,49.74911504424779,-141.6800884955752,-141.51814159292036,49.697066313020954,49.80116377547462,23,-141.66652294124006,49.766935716716034
22,-141.43716814159293,49.73716814159292,-141.51814159292036,-141.3561946902655,49.685119410366084,49.78921687281975,,,
23,-141.27522123893806,49.725221238938055,-141.3561946902655,-141.1942477876106,49.67317250771122,49.77726997016489,,,
24,-141.11327433628318,49.713274336283185,-141.1942477876106,-141.03230088495576,49.66122560505635,49.76532306751002,,,
25,-140.9513274336283,49.70132743362832,-141.03230088495576,-140.87035398230088,49.64927870240149,49.753376164855155,,,
26,-140.78938053097346,49.68938053097345,-140.87035398230088,-140.708407079646,49.63733179974662,49.741429262200285,,,
27,-140.62743362831858,49.67743362831858,-140.708407079646,-140.54646017699116,49.62538489709175,49.729482359545415,22,-140.66621258892522,49.70014079780875
28,-140.4654867256637,49.66548672566372,-140.54646017699116,-140.38451327433629,49.613437994436886,49.71753545689055,,,
29,-140.30353982300886,49.65353982300885,-140.38451327433629,-140.2225663716814,49.601491091782016,49.70558855423568,,,
30,-140.141592920354,49.64159292035398,-140.2225663716814,-140.06061946902656,49.589544189127146,49.69364165158081,,,
31,-139.9796460176991,49.629646017699116,-140.06061946902656,-139.8986725663717,49.57759728647228,49.68169474892595,,,
32,-139.81769911504426,49.617699115044246,-139.8986725663717,-139.7367256637168,49.56565038381741,49.66974784627108,,,
33,-139.6557522123894,49.60575221238938,-139.7367256637168,-139.57477876106196,49.55370348116255,49.657800943616216,21,-139.66670034633654,49.63335897301718
34,-139.4938053097345,49.59380530973451,-139.57477876106196,-139.41283185840706,49.54175657850768,49.645854040961346,,,
35,-139.33185840707964,49.58185840707964,-139.41283185840706,-139.2508849557522,49.52980967585281,49.633907138306476,,,
36,-139.1699115044248,49.56991150442478,-139.2508849557522,-139.08893805309737,49.51786277319795,49.62196023565161,,,
37,-139.0079646017699,49.55796460176991,-139.08893805309737,-138.92699115044246,49.50591587054308,49.61001333299674,,,
38,-138.84601769911504,49.54601769911504,-138.92699115044246,-138.7650442477876,49.49396896788821,49.59806643034187,,,
39,-138.6840707964602,49.53407079646018,-138.7650442477876,-138.60309734513277,49.482022065233345,49.58611952768701,20,-138.66664334608245,49.56671319899686
40,-138.52212389380531,49.52212389380531,-138.60309734513277,-138.44115044247786,49.470075162578475,49.57417262503214,,,
41,-138.36017699115044,49.510176991150445,-138.44115044247786,-138.27920353982302,49.45812825992361,49.56222572237728,,,
42,-138.19823008849556,49.498230088495575,-138.27920353982302,-138.11725663716814,49.44618135726874,49.55027881972241,,,
43,-138.03628318584072,49.486283185840705,-138.11725663716814,-137.95530973451326,49.43423445461387,49.53833191706754,,,
44,-137.87433628318584,49.47433628318584,-137.95530973451326,-137.79336283185842,49.42228755195901,49.526385014412675,,,
45,-137.71238938053096,49.46238938053097,-137.79336283185842,-137.63141592920354,49.41034064930414,49.514438111757805,19,-137.66646902627076,49.50005326961275
46,-137.55044247787612,49.45044247787611,-137.63141592920354,-137.46946902654867,49.398393746649276,49.50249120910294,,,
47,-137.38849557522124,49.43849557522124,-137.46946902654867,-137.30752212389382,49.386446843994406,49.49054430644807,,,
48,-137.22654867256637,49.42654867256637,-137.30752212389382,-137.14557522123894,49.374499941339536,49.4785974037932,,,
49,-137.06460176991152,49.414601769911506,-137.14557522123894,-136.98362831858407,49.36255303868467,49.46665050113834,,,
50,-136.90265486725664,49.402654867256636,-136.98362831858407,-136.82168141592922,49.3506061360298,49.45470359848347,,,
51,-136.74070796460177,49.390707964601766,-136.82168141592922,-136.65973451327432,49.33865923337493,49.4427566958286,18,-136.66672322992844,49.433416880067675
52,-136.5787610619469,49.3787610619469,-136.65973451327432,-136.49778761061947,49.32671233072007,49.43080979317374,,,
53,-136.41681415929204,49.36681415929203,-136.49778761061947,-136.33584070796462,49.3147654280652,49.41886289051887,,,
54,-136.25486725663717,49.35486725663717,-136.33584070796462,-136.17389380530972,49.30281852541034,49.406915987864004,,,
55,-136.0929203539823,49.3429203539823,-136.17389380530972,-136.01194690265487,49.29087162275547,49.394969085209134,,,
56,-135.93097345132745,49.33097345132743,-136.01194690265487,-135.85000000000002,49.2789247201006,49.383022182554264,,,
57,-135.76902654867257,49.31902654867257,-135.85000000000002,-135.68805309734512,49.266977817445735,49.3710752798994,,,
58,-135.6070796460177,49.3070796460177,-135.68805309734512,-135.52610619469027,49.255030914790865,49.35912837724453,17,-135.6665597692798,49.34985157816057
59,-135.44513274336282,49.29513274336283,-135.52610619469027,-135.3641592920354,49.243084012135995,49.34718147458966,,,
60,-135.28318584070797,49.283185840707965,-135.3641592920354,-135.20221238938052,49.23113710948113,49.3352345719348,,,
61,-135.1212389380531,49.271238938053095,-135.20221238938052,-135.04026548672567,49.21919020682626,49.32328766927993,,,
62,-134.95929203539822,49.25929203539823,-135.04026548672567,-134.8783185840708,49.2072433041714,49.311340766625065,,,
63,-134.79734513274337,49.24734513274336,-134.8783185840708,-134.71637168141592,49.19529640151653,49.299393863970195,,,
64,-134.6353982300885,49.23539823008849,-134.71637168141592,-134.55442477876107,49.18334949886166,49.287446961315325,16,-134.66656932948783,49.283302075140085
65,-134.47345132743362,49.22345132743363,-134.55442477876107,-134.3924778761062,49.171402596206796,49.27550005866046,,,
66,-134.31150442477878,49.21150442477876,-134.3924778761062,-134.23053097345132,49.15945569355193,49.26355315600559,,,
67,-134.1495575221239,49.1995575221239,-134.23053097345132,-134.06858407079648,49.147508790897064,49.25160625335073,,,
68,-133.98761061946902,49.18761061946903,-134.06858407079648,-133.9066371681416,49.135561888242194,49.23965935069586,,,
69,-133.82566371681418,49.17566371681416,-133.9066371681416,-133.74469026548672,49.123614985587324,49.22771244804099,,,
70,-133.6637168141593,49.163716814159294,-133.74469026548672,-133.58274336283188,49.11166808293246,49.21576554538613,15,-133.6664306777853,49.1998673474284
71,-133.50176991150443,49.151769911504424,-133.58274336283188,-133.42079646017697,49.09972118027759,49.20381864273126,,,
72,-133.33982300884955,49.139823008849554,-133.42079646017697,-133.25884955752213,49.08777427762272,49.19187174007639,,,
73,-133.1778761061947,49.12787610619469,-133.25884955752213,-133.09690265486728,49.07582737496786,49.179924837421524,,,
74,-133.01592920353983,49.11592920353982,-133.09690265486728,-132.93495575221237,49.06388047231299,49.167977934766654,,,
75,-132.85398230088495,49.10398230088496,-132.93495575221237,-132.77300884955753,49.051933569658125,49.15603103211179,,,
76,-132.6920353982301,49.09203539823009,-132.77300884955753,-132.61106194690268,49.039986667003255,49.14408412945692,14,-132.66629074152206,49.123224320741
77,-132.53008849557523,49.08008849557522,-132.61106194690268,-132.44911504424778,49.028039764348385,49.13213722680205,,,
78,-132.36814159292035,49.068141592920355,-132.44911504424778,-132.28716814159293,49.01609286169352,49.12019032414719,,,
79,-132.20619469026548,49.056194690265485,-132.28716814159293,-132.12522123893805,49.00414595903865,49.10824342149232,,,
80,-132.04424778761063,49.044247787610615,-132.12522123893805,-131.96327433628318,48.99219905638378,49.09629651883745,,,
81,-131.88230088495575,49.03230088495575,-131.96327433628318,-131.80132743362833,48.98025215372892,49.084349616182585,,,
82,-131.72035398230088,49.02035398230088,-131.80132743362833,-131.63938053097345,48.96830525107405,49.072402713527715,13,-131.66613955851852,49.0434326721994
83,-131.55840707964603,49.00840707964602,-131.63938053097345,-131.47743362831858,48.95635834841919,49.06045581087285,,,
84,-131.39646017699116,48.99646017699115,-131.47743362831858,-131.31548672566373,48.94441144576432,49.04850890821798,,,
85,-131.23451327433628,48.98451327433628,-131.31548672566373,-131.15353982300886,48.93246454310945,49.03656200556311,,,
86,-131.07256637168143,48.97256637168142,-131.15353982300886,-130.99159292035398,48.920517640454584,49.02461510290825,,,
87,-130.91061946902656,48.96061946902655,-130.99159292035398,-130.82964601769913,48.908570737799714,49.01266820025338,,,
88,-130.74867256637168,48.948672566371684,-130.82964601769913,-130.66769911504423,48.89662383514485,49.00072129759852,12,-130.6665383938441,48.96991312572665
89,-130.5867256637168,48.936725663716814,-130.66769911504423,-130.50575221238938,48.88467693248998,48.98877439494365,,,
90,-130.42477876106196,48.924778761061944,-130.50575221238938,-130.34380530973453,48.87273002983511,48.97682749228878,,,
91,-130.26283185840708,48.91283185840708,-130.34380530973453,-130.18185840707963,48.86078312718025,48.964880589633914,,,
92,-130.1008849557522,48.90088495575221,-130.18185840707963,-130.01991150442478,48.84883622452538,48.952933686979044,11,-130.16660258726603,48.93331059916074
93,-129.93893805309736,48.88893805309734,-130.01991150442478,-129.85796460176994,48.83688932187051,48.940986784324174,,,
94,-129.77699115044248,48.87699115044248,-129.85796460176994,-129.69601769911503,48.824942419215645,48.92903988166931,,,
95,-129.6150442477876,48.86504424778761,-129.69601769911503,-129.53407079646018,48.812995516560775,48.91709297901444,10,-129.66653341895665,48.89323824582591
96,-129.45309734513273,48.853097345132745,-129.53407079646018,-129.3721238938053,48.80104861390591,48.90514607635958,,,
97,-129.29115044247789,48.841150442477876,-129.3721238938053,-129.21017699115043,48.78910171125104,48.89319917370471,,,
98,-129.129203539823,48.829203539823006,-129.21017699115043,-129.0482300884956,48.77715480859617,48.88125227104984,9,-129.16609786721466,48.85655358506996
99,-128.96725663716813,48.81725663716814,-129.0482300884956,-128.8862831858407,48.76520790594131,48.869305368394976,,,
100,-128.8053097345133,48.80530973451327,-128.8862831858407,-128.72433628318583,48.75326100328644,48.857358465740106,,,
101,-128.6433628318584,48.7933628318584,-128.72433628318583,-128.562389380531,48.74131410063157,48.845411563085236,8,-128.66667893260188,48.81666770061902
102,-128.48141592920354,48.78141592920354,-128.562389380531,-128.4004424778761,48.72936719797671,48.83346466043037,,,
103,-128.3194690265487,48.76946902654867,-128.4004424778761,-128.23849557522124,48.71742029532184,48.8215177577755,,,
104,-128.1575221238938,48.75752212389381,-128.23849557522124,-128.0765486725664,48.705473392666974,48.80957085512064,7,-128.16643529176443,48.776600607921004
105,-127.99557522123894,48.74557522123894,-128.0765486725664,-127.91460176991151,48.693526490012104,48.79762395246577,,,
106,-127.83362831858408,48.73362831858407,-127.91460176991151,-127.75265486725664,48.681579587357234,48.7856770498109,,,
107,-127.67168141592921,48.721681415929204,-127.75265486725664,-127.59070796460178,48.66963268470237,48.77373014715604,6,-127.66642005115442,48.74324659380502
108,-127.50973451327434,48.709734513274334,-127.59070796460178,-127.42876106194691,48.6576857820475,48.76178324450117,,,
109,-127.34778761061948,48.69778761061947,-127.42876106194691,-127.26681415929204,48.64573887939264,48.749836341846304,,,
110,-127.1858407079646,48.6858407079646,-127.26681415929204,-127.10486725663716,48.63379197673777,48.737889439191434,5,-127.16630410729313,48.691992973694354
111,-127.02389380530974,48.67389380530973,-127.10486725663716,-126.9429203539823,48.6218450740829,48.725942536536564,,,
112,-126.86194690265486,48.66194690265487,-126.9429203539823,-126.78097345132744,48.609898171428036,48.7139956338817,,,
113,-126.7,48.65,-126.78097345132744,-126.61902654867257,48.597951268773166,48.70204873122683,4,-126.66653216537036,48.64990158487037
